Hour,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,TotalConsumption
10,20.16,91.0,0.074,61.96,50.83,33728.14004,23851.86722,12447.90274,70027.91
10,20.14,91.2,0.077,76.1,63.16,34402.45077,24173.02905,12599.63526,71175.11508
11,20.18,91.2,0.073,167.5,131.1,34767.96499,23960.16598,12564.62006,71292.75103
11,20.09,89.6,0.072,316.1,234.8,34585.20788,23907.88382,12628.81459,71121.90629
11,20.47,87.7,0.079,277.0,202.4,34742.75711,24135.68465,12681.33739,71559.77915
11,20.91,85.1,0.077,202.5,153.1,34849.89059,24176.76349,12891.42857,71918.08265000001
11,21.49,80.6,0.076,343.9,222.3,35108.27133,24527.80083,13066.50456,72702.57672
11,22.25,76.1,0.078,437.9,283.4,35259.5186,24363.48548,13253.25228,72876.25636
12,22.75,70.1,0.08,664.0,312.4,34812.07877,24819.08714,13334.95441,72966.12032
12,22.88,68.87,0.079,438.1,306.6,35032.6477,24871.36929,13480.85106,73384.86805
12,22.71,68.5,0.079,587.1,302.6,35032.6477,24848.96266,13510.0304,73391.64076000001
12,23.09,68.93,0.079,660.3,282.1,35209.10284,25013.27801,13603.40426,73825.78511
12,23.59,65.7,0.078,766.0,237.6,35164.98906,24834.0249,13580.06079,73579.07475
12,24.16,62.4,0.078,818.0,187.3,35309.93435,24949.79253,13679.27052,73938.99740000001
13,24.59,59.93,0.078,688.0,193.0,35335.14223,25043.15353,13550.88146,73929.17722
13,24.97,58.26,0.078,743.0,199.1,34774.26696,24934.85477,13533.37386,73242.49559
13,25.21,56.69,0.079,534.7,252.9,34894.00438,24725.72614,13609.24012,73228.97064
13,25.3,54.66,0.077,481.6,273.4,34667.13348,24673.44398,13504.19453,72844.77199000001
13,25.47,54.69,0.08,518.8,295.6,34515.88621,24714.52282,13352.46201,72582.87104
13,25.37,54.26,0.08,461.2,292.2,36129.19037,23235.68465,13329.11854,72693.99355999999
14,25.43,54.36,0.077,293.2,231.2,36078.77462,23362.6556,13200.72948,72642.15969999999
14,24.89,58.46,0.079,153.1,126.2,35864.50766,23403.73444,13154.04255,72422.28465
14,24.35,60.46,0.081,303.1,216.3,35940.13129,23512.0332,13154.04255,72606.20704
14,24.61,58.6,0.077,293.8,201.3,36072.47265,23538.17427,13078.17629,72688.82321
14,24.81,56.29,0.079,490.3,207.7,35738.46827,22978.0083,13142.37082,71858.84739
14,25.15,53.73,0.08,480.5,178.8,35650.2407,23119.91701,13031.48936,71801.64707
15,25.24,52.96,0.08,194.6,163.2,35417.06783,23056.43154,13089.84802,71563.34739000001
15,25.09,51.62,0.08,221.2,187.1,35095.6674,22981.74274,13113.19149,71190.60163
15,25.34,51.26,0.077,459.8,174.3,34616.71772,22783.81743,13136.53495,70537.0701
15,25.8,50.02,0.083,473.0,170.1,34799.47484,22664.31535,13142.37082,70606.16101
15,25.55,50.82,0.084,252.9,177.5,34925.51422,22380.49793,13183.22188,70489.23402999999
15,25.25,51.42,0.086,240.6,159.3,34673.43545,22223.65145,13043.16109,69940.24798999999
16,25.39,51.06,0.08,286.3,122.6,34383.54486,21939.83402,12984.80243,69308.18131
16,25.26,51.26,0.083,186.2,142.8,34118.86214,21745.64315,12803.89058,68668.39587000001
16,25.3,50.82,0.082,215.1,113.2,34036.93654,21921.16183,12949.78723,68907.88560000001
16,25.69,49.96,0.083,377.3,89.4,33992.82276,21697.09544,13066.50456,68756.42276
16,25.77,48.62,0.09,255.9,77.8,34099.95624,21469.29461,13113.19149,68682.44234
16,25.43,48.29,0.097,117.3,70.0,34011.72867,21629.87552,12926.44377,68568.04796
17,25.29,47.69,0.103,97.1,81.8,34478.0744,21611.20332,12955.6231,69044.90082
17,25.3,47.29,0.086,93.6,76.5,34591.50985,21555.18672,12891.42857,69038.12514
17,25.27,47.18,0.084,85.4,55.48,35253.21663,21902.48963,13183.22188,70338.92814
17,25.28,47.68,0.089,163.0,50.47,36463.19475,22470.12448,13580.06079,72513.38002
17,25.17,48.38,0.083,120.4,52.88,37597.54923,23045.22822,14548.81459,75191.59203999999
17,25.06,48.85,0.082,104.8,51.73,39469.23414,24624.89627,16731.42857,80825.55898
18,25.01,49.92,0.085,53.27,42.32,42733.65427,26417.42739,18149.54407,87300.62573
18,24.83,50.95,0.082,46.64,29.61,45525.4267,28295.85062,18896.53495,92717.81227000001
18,24.73,51.85,0.09,24.51,20.2,46489.62801,28490.04149,19264.19453,94243.86403
18,24.58,52.25,0.084,13.82,11.69,46319.47484,28699.17012,19275.86626,94294.51122
18,24.46,52.65,0.083,7.22,6.165,46432.91028,28684.23237,19176.65653,94293.79918
18,24.33,52.92,0.091,2.845,2.353,46565.25164,28534.85477,19258.35866,94358.46507
19,24.3,52.65,0.093,0.782,0.637,46338.38074,28732.78008,19357.56839,94428.72921
19,24.26,52.85,0.09,0.168,0.152,46766.91466,28755.18672,19550.15198,95072.25336
19,24.17,53.25,0.09,0.106,0.056,46911.85996,28859.75104,19485.95745,95257.56845
19,24.12,53.32,0.089,0.113,0.056,46640.87527,28452.6971,19410.09119,94503.66355999999
19,24.08,52.89,0.084,0.073,0.067,46376.19256,28732.78008,19369.24012,94478.21276000001
19,23.88,52.75,0.088,0.091,0.059,46590.45952,28564.73029,19392.58359,94547.77339999999
20,23.69,53.62,0.092,0.073,0.1,46596.76149,28265.9751,19427.59878,94290.33537
20,23.62,55.36,0.087,0.091,0.096,46514.83589,28049.37759,19445.10638,94009.31986
20,23.38,56.06,0.094,0.121,0.063,46218.64333,27802.90456,19380.91185,93402.45974
20,23.13,57.06,0.09,0.069,0.078,45884.63895,27687.13693,19305.04559,92876.82147
20,22.68,58.76,0.093,0.088,0.089,45254.44201,27362.24066,19235.0152,91851.69787
20,22.55,59.59,0.095,0.088,0.082,44945.64551,26917.84232,19200.0,91063.48783
21,22.32,60.62,0.093,0.091,0.07,44397.37418,26596.6805,19054.10334,90048.15802
21,22.21,61.39,0.093,0.084,0.089,44012.95405,26092.53112,18756.47416,88861.95933
21,22.15,62.13,0.101,0.084,0.085,43155.88621,25465.14523,18575.56231,87196.59375
21,22.24,62.46,0.103,0.084,0.096,42254.7046,25203.73444,18260.42553,85718.86457
21,22.26,62.63,0.101,0.099,0.074,41523.67615,24501.65975,18038.66261,84063.99851
21,22.08,63.32,0.12,0.059,0.119,40477.54923,24060.99585,17647.65957,82186.20465
22,21.92,63.99,0.11,0.077,0.067,39525.95186,23422.40664,17402.55319,80350.91169000001
22,21.8,64.79,0.117,0.051,0.115,38479.82495,23045.22822,17128.26748,78653.32065
22,21.69,65.22,0.102,0.077,0.104,37503.01969,22556.0166,16719.75684,76778.79313
22,21.53,67.23,0.128,0.069,0.104,36677.46171,21939.83402,16311.2462,74928.54192999999
22,21.08,69.76,0.125,0.077,0.1,36242.62582,21562.6556,16212.03647,74017.31789
22,20.48,71.6,0.114,0.084,0.115,35278.42451,21107.05394,15984.43769,72369.91614
23,20.09,73.3,0.1,0.066,0.119,34352.03501,20584.23237,15575.92705,70512.19443
23,19.97,74.4,0.126,0.077,0.074,33791.15974,19982.98755,15097.38602,68871.53331000001
23,19.81,76.2,0.128,0.073,0.104,32997.1116,19564.73029,14630.51672,67192.35861
23,20.63,76.0,0.151,0.08,0.13,32486.65208,18944.81328,14455.44073,65886.90609
23,21.3,69.52,0.156,0.077,0.107,31837.54923,18713.27801,14700.54711,65251.37435
23,21.23,67.16,0.152,0.062,0.122,31207.3523,18377.17842,14297.87234,63882.40306
0,21.13,67.29,0.161,0.073,0.1,30539.34354,18070.95436,13959.3921,62569.69
0,21.26,66.72,0.155,0.069,0.144,30161.22538,17895.43568,13743.46505,61800.12611
0,21.41,65.79,0.169,0.073,0.144,29606.65208,17693.77593,13766.80851,61067.236520000006
0,21.56,64.86,0.155,0.095,0.082,29159.21225,17305.39419,13679.27052,60143.87696
0,21.5,64.42,0.168,0.062,0.093,29026.8709,17275.51867,13784.31611,60086.70568
0,21.43,64.29,0.161,0.069,0.096,28648.75274,16980.49793,13486.68693,59115.937600000005
1,21.25,64.79,0.165,0.055,0.156,28283.23851,16797.51037,13247.41641,58328.16529
1,20.91,65.99,0.198,0.073,0.144,27879.91247,16487.55187,13124.86322,57492.32756
1,20.58,67.86,0.215,0.062,0.133,27482.8884,16468.87967,13002.31003,56954.0781
1,20.26,69.29,0.206,0.088,0.126,27457.68053,16248.54772,13124.86322,56831.09147
1,20.19,70.3,0.191,0.059,0.111,26991.33479,16241.07884,12938.1155,56170.52913
1,20.01,71.5,0.19,0.069,0.096,26877.89934,16091.70124,12908.93617,55878.53675
2,19.79,72.4,0.198,0.077,0.115,26770.76586,15811.61826,12681.33739,55263.72151
2,19.71,72.6,0.211,0.073,0.119,26701.4442,15736.92946,12529.60486,54967.97852
2,19.61,73.1,0.221,0.048,0.111,26146.8709,15531.53527,12080.24316,53758.64933
2,19.66,73.3,0.224,0.055,0.126,26165.77681,15572.61411,12202.79635,53941.187269999995
2,19.67,73.1,0.172,0.069,0.137,26083.8512,15333.60996,11986.8693,53404.33046
2,19.69,73.0,0.233,0.084,0.144,26071.24726,15367.21992,11625.04559,53063.51277
3,19.58,73.4,0.232,0.055,0.104,26046.03939,15341.07884,11595.86626,52982.98449
3,19.62,73.6,0.192,0.11,0.089,26165.77681,15288.79668,11508.32827,52962.90175999999
3,19.56,73.9,0.221,0.069,0.133,25888.49015,15135.68465,11607.53799,52631.712790000005
3,19.45,74.4,0.192,0.04,0.159,26052.34136,15060.99585,11549.17933,52662.51654
3,19.6,74.3,0.23,0.077,0.174,26083.8512,15034.85477,11531.67173,52650.377700000005
3,19.54,74.3,0.255,0.099,0.078,26014.52954,15075.93361,11461.64134,52552.10449
4,20.09,75.3,0.284,0.051,0.107,25945.20788,15341.07884,11520.0,52806.286720000004
4,21.14,72.7,0.281,0.051,0.144,25976.71772,15255.18672,11537.5076,52769.412039999996
4,21.37,68.53,0.259,0.048,0.174,26115.36105,15109.54357,11642.55319,52867.45781
4,20.9,69.99,0.224,0.084,0.089,26304.42013,15217.84232,11642.55319,53164.81563999999
4,20.75,70.3,0.229,0.069,0.133,26512.38512,15479.25311,11677.56839,53669.20662
4,20.89,70.6,0.274,0.062,0.141,27111.07221,15867.63485,11858.48024,54837.187300000005
5,20.94,69.96,0.28,0.091,0.111,27539.60613,16256.0166,11823.46505,55619.08778
5,20.78,70.6,0.173,0.029,0.156,27445.07659,16382.98755,11840.97264,55669.03678
5,20.96,69.86,0.08,0.066,0.119,27445.07659,16394.19087,11619.20973,55458.477190000005
5,21.01,69.03,0.077,0.073,0.107,27539.60613,16655.60166,11409.11854,55604.326329999996
5,21.23,67.3,0.08,0.066,0.122,27621.53173,16517.42739,11181.51976,55320.478879999995
5,21.22,67.16,0.08,0.091,0.093,26657.33042,16696.6805,10831.36778,54185.3787
6,21.3,65.42,0.082,0.066,0.107,26197.28665,16364.31535,10376.17021,52937.772209999996
6,21.26,65.09,0.081,0.073,0.063,26197.28665,16513.69295,9944.316109,52655.295709
6,21.7,64.83,0.08,0.088,0.085,26096.45514,16416.59751,10311.97568,52825.02833
6,22.1,61.82,0.08,0.059,0.07,25674.22319,16222.40664,9938.480243,51835.110072999996
6,22.14,61.92,0.082,0.08,0.119,25302.407,16043.15353,9769.240122,51114.800652000005
6,22.29,60.29,0.08,0.099,0.126,24993.6105,16147.71784,9675.866261,50817.194600999996
7,22.52,59.06,0.081,0.197,0.167,25775.0547,16745.22822,9611.671733,52131.95465299999
7,22.49,58.69,0.084,0.94,0.73,26033.43545,17066.39004,9564.984802,52664.810292
7,22.43,59.09,0.081,2.519,2.123,26386.34573,17421.16183,9629.179331,53436.686891
7,22.21,60.96,0.081,4.918,4.046,27022.84464,17566.80498,9681.702128,54271.351748
7,21.85,65.0,0.081,11.5,9.02,27552.21007,17902.90456,9705.045593,55160.160223
7,21.52,67.93,0.08,19.86,16.44,28541.61926,18317.42739,10002.67477,56861.72142
8,21.19,70.6,0.079,35.36,29.35,29007.96499,18724.48133,10212.76596,57945.21228000001
8,20.87,72.7,0.079,51.21,41.44,29070.98468,19041.90871,10463.70821,58576.601599999995
8,20.86,72.8,0.082,97.9,37.35,29726.3895,19251.03734,10498.7234,59476.15024
8,21.18,72.1,0.08,52.3,38.88,30136.01751,20207.05394,10131.06383,60474.13528
8,21.71,68.97,0.081,125.9,46.87,30640.17505,20513.27801,10066.8693,61220.32236
8,22.25,65.23,0.082,227.4,57.64,30936.36761,20972.61411,10212.76596,62121.74768
9,22.76,62.83,0.08,338.6,82.8,31427.92123,21017.42739,10358.66261,62804.011230000004
9,22.98,60.72,0.079,339.0,97.0,32140.04376,21219.08714,9419.088146,62778.219046000006
9,23.14,59.96,0.084,406.1,113.6,32455.14223,22604.56432,9249.848024,64309.554574
9,23.68,58.46,0.08,404.3,137.2,32852.1663,22070.53942,10662.12766,65584.83338
9,23.88,58.13,0.08,276.4,127.4,33539.08096,22287.13693,11630.88146,67457.09935
9,23.92,54.49,0.082,143.3,96.3,33658.81838,21898.75519,11741.76292,67299.33648999999
10,23.82,54.36,0.082,99.4,62.65,34345.73304,22007.05394,12016.04863,68368.83561000001
10,23.81,54.19,0.084,91.3,41.78,35095.6674,21723.23651,12838.90578,69657.80969
10,24.05,54.32,0.081,445.4,44.24,35209.10284,21775.51867,13025.6535,70010.27501
10,24.72,51.46,0.082,535.9,52.39,35587.22101,21913.69295,13072.34043,70573.25439
10,25.3,49.76,0.079,421.6,80.8,36072.47265,21771.78423,13037.32523,70881.58211
10,25.42,47.59,0.085,572.3,127.0,35839.29978,21741.90871,12879.75684,70460.96533
11,25.39,46.39,0.086,290.4,158.2,35858.20569,21786.72199,12809.72644,70454.65412
11,25.5,46.29,0.079,272.5,157.2,36230.02188,21827.80083,13177.38602,71235.20873
11,25.31,46.72,0.082,358.8,128.7,36167.00219,22055.60166,13294.10334,71516.70719
11,25.37,45.82,0.082,266.7,184.9,35990.54705,21932.36515,13615.07599,71537.98819
11,25.34,46.02,0.079,258.5,210.8,36488.40263,22331.95021,13574.22492,72394.57775999999
11,25.4,46.52,0.079,227.2,172.8,36942.14442,22309.54357,13597.56839,72849.25638
12,25.47,46.62,0.083,498.9,253.9,37093.39168,22346.88797,13994.40729,73434.68694
12,25.72,45.75,0.081,341.2,225.1,37074.48578,22223.65145,14105.28875,73403.42598
12,25.75,45.55,0.084,463.5,212.8,37099.69365,22272.19917,14286.20061,73658.09343000001
12,26.27,44.29,0.08,484.7,232.7,37465.20788,22204.97925,13965.22796,73635.41509000001
12,26.45,42.42,0.084,263.7,206.0,37389.58425,22137.75934,13889.3617,73416.70529
12,26.37,42.38,0.08,215.0,151.7,36954.74836,22212.44813,13947.72036,73114.91685000001
13,26.15,43.89,0.083,203.7,160.3,37295.0547,22447.71784,14192.82675,73935.59929000001
13,26.1,44.09,0.082,376.4,184.9,37370.67834,22485.06224,14484.62006,74340.36064
13,25.85,50.49,0.081,141.1,113.4,37301.35667,22432.78008,14432.09726,74166.23401
13,24.54,57.49,0.083,166.5,135.9,37143.80744,22339.41909,14373.7386,73856.96513
13,23.87,60.36,0.082,175.2,151.3,37093.39168,22604.56432,14367.90274,74065.85874000001
13,23.65,61.06,0.079,208.0,161.8,37105.99562,22451.45228,14268.69301,73826.14091
14,23.59,61.16,0.082,104.5,90.3,37156.41138,22582.15768,14309.54407,74048.11313
14,23.57,61.59,0.078,67.94,57.11,37036.67396,22742.73859,14175.31915,73954.7317
14,23.45,61.73,0.085,72.0,61.19,36633.34792,23235.68465,13270.75988,73139.79245
14,23.53,61.49,0.082,60.6,52.77,36608.14004,23530.70539,13165.71429,73304.55972
14,23.68,61.09,0.081,67.56,55.08,36633.34792,23433.60996,13241.58055,73308.53843
14,23.8,60.96,0.082,100.1,83.3,35927.52735,23093.77593,13305.77508,72327.07835999998
15,23.99,60.93,0.08,126.1,107.3,35568.3151,23011.61826,13480.85106,72060.78442
15,23.71,62.99,0.083,131.0,114.5,35303.63239,22813.69295,13282.43161,71399.75695
15,23.42,63.86,0.083,164.5,139.7,35328.84026,22716.59751,13404.9848,71450.42257
15,23.36,63.83,0.083,134.1,112.9,34906.60832,22354.35685,13364.13374,70625.09891
15,23.3,63.66,0.082,164.8,136.5,34856.19256,22290.87137,13229.90881,70376.97274
15,23.5,62.86,0.079,272.8,147.0,35057.85558,22197.51037,13253.25228,70508.61823000001
16,23.69,61.22,0.081,171.3,138.1,34975.92998,22074.27386,13259.08815,70309.29199
16,23.74,60.49,0.081,151.0,114.6,34843.58862,22160.16598,13072.34043,70076.09503
16,23.95,59.95,0.083,144.4,117.0,35032.6477,22145.22822,13025.6535,70203.52942
16,24.05,59.15,0.081,91.5,76.0,34780.56893,22134.0249,13124.86322,70039.45705
16,24.19,57.45,0.083,86.4,68.71,35177.593,21973.44398,13264.92401,70415.96099
16,24.29,56.42,0.081,84.7,69.5,35265.82057,21853.94191,13189.05775,70308.82023000001
17,24.14,56.32,0.082,64.0,51.24,35480.08753,21865.14523,13066.50456,70411.73732
17,23.91,58.12,0.075,44.49,39.28,35889.71554,21969.70954,13352.46201,71211.88709
17,23.72,61.35,0.069,49.25,43.79,36280.43764,22186.30705,14122.79635,72589.54104
17,23.42,62.42,0.069,58.71,43.83,37862.23195,22753.94191,15424.19453,76040.36839
17,23.41,62.89,0.067,83.9,56.57,40420.83151,24288.79668,16708.08511,81417.7133
17,23.26,63.56,0.073,62.59,38.71,42134.96718,25752.6971,18120.36474,86008.02902
18,23.19,63.79,0.078,35.0,27.21,44252.42888,27239.00415,18902.37082,90393.80385
18,23.11,63.29,0.082,27.08,21.7,46779.5186,28818.6722,19170.82067,94769.01147000001
18,23.08,61.22,0.083,17.14,14.49,47472.73523,29341.49378,19491.79331,96306.02231999999
18,23.05,60.29,0.088,9.51,8.33,47598.77462,29162.24066,19579.33131,96340.34659
18,23.08,59.69,0.086,4.084,3.505,47233.26039,29143.56846,19474.28571,95851.11456
18,23.12,59.79,0.086,1.389,1.204,47138.73085,29001.65975,19375.07599,95515.46659
19,23.1,59.82,0.084,0.446,0.322,46962.27571,29001.65975,19380.91185,95344.84731000001
19,23.03,60.29,0.083,0.135,0.07,47428.62144,29076.34855,19561.82371,96066.7937
19,22.96,61.06,0.081,0.084,0.093,47441.22538,29057.67635,19643.52584,96142.42757000001
19,22.85,61.79,0.081,0.066,0.063,47397.1116,28792.53112,19637.68997,95827.33269000001
19,22.72,62.76,0.08,0.08,0.078,47390.80963,28702.90456,19818.60182,95912.31601
19,22.58,63.36,0.081,0.069,0.078,47365.60175,28736.51452,19655.19757,95757.31384
20,22.44,63.99,0.082,0.077,0.089,47113.52298,28710.37344,19585.16717,95409.06359
20,22.34,64.46,0.082,0.069,0.119,46514.83589,28355.60166,19439.27052,94309.70807
20,22.24,65.22,0.083,0.066,0.119,45998.0744,28045.64315,19497.62918,93541.34673
20,22.18,65.86,0.079,0.044,0.141,45531.72867,27978.42324,19392.58359,92902.7355
20,22.13,66.06,0.082,0.059,0.115,45027.57112,27743.15353,19211.67173,91982.39638
20,22.05,66.46,0.083,0.077,0.133,44977.15536,27123.23651,18820.66869,90921.06055999998
21,21.95,67.26,0.08,0.077,0.148,44340.65646,26652.6971,18791.48936,89784.84292
21,21.71,68.26,0.081,0.095,0.107,43672.6477,26454.77178,18569.72644,88697.14592
21,21.5,68.96,0.082,0.055,0.096,43111.77243,25902.07469,18382.97872,87396.82583999999
21,21.2,69.93,0.083,0.084,0.126,42519.38731,25375.51867,18149.54407,86044.45005
21,21.11,70.5,0.08,0.077,0.126,41422.84464,24815.3527,17799.3921,84037.58944
21,20.99,70.6,0.078,0.069,0.096,40502.75711,24229.04564,17554.28571,82286.08846
22,20.34,71.6,0.07,0.095,0.096,39481.83807,23878.0083,17192.46201,80552.30838
22,20.04,72.7,0.07,0.055,0.126,38549.14661,23172.19917,17209.9696,78931.31538
22,20.0,73.2,0.073,0.066,0.107,37629.05908,22570.95436,16801.45897,77001.47240999999
22,19.74,74.5,0.075,0.059,0.115,37024.07002,22227.38589,16591.36778,75842.82369
22,19.69,75.1,0.074,0.062,0.141,36444.28884,21797.92531,16054.46809,74296.68224
22,19.56,75.8,0.072,0.08,0.1,35347.74617,21151.86722,15424.19453,71923.80791999999
23,19.48,76.2,0.069,0.062,0.159,34528.49015,20472.19917,15214.10334,70214.79265999999
23,19.39,76.6,0.068,0.055,0.059,33866.78337,20311.61826,15074.04255,69252.44417999999
23,19.28,77.2,0.067,0.069,0.104,33173.56674,19814.93776,14828.93617,67817.44067000001
23,19.6,77.7,0.069,0.073,0.107,32518.16193,19437.75934,14595.50152,66551.42279
23,19.63,77.1,0.08,0.066,0.141,31667.39606,19168.87967,14303.70821,65139.98393999999
23,18.99,77.0,0.08,0.088,0.1,31232.56018,18705.80913,14163.64742,64102.01673
0,18.95,77.8,0.08,0.059,0.111,30728.40263,18507.88382,14070.27356,63306.56001
0,18.95,77.5,0.077,0.073,0.178,30123.41357,18175.51867,13930.21277,62229.14501
0,18.6,78.3,0.078,0.08,0.089,29638.16193,17955.18672,13819.33131,61412.67996
0,18.56,78.8,0.081,0.088,0.074,29222.23195,17507.05394,13638.41945,60367.70534
0,18.82,79.1,0.073,0.051,0.174,28844.11379,17073.85892,13463.34347,59381.31618
0,18.68,78.8,0.07,0.066,0.089,28661.35667,16816.18257,13235.74468,58713.28392
1,18.37,79.4,0.072,0.08,0.115,28333.65427,16685.47718,12943.95137,57963.08282
1,18.39,80.0,0.079,0.106,0.093,28100.4814,16353.11203,12751.36778,57204.96121
1,18.46,80.3,0.083,0.062,0.115,27842.10066,16274.6888,12640.48632,56757.275779999996
1,18.5,80.2,0.08,0.091,0.115,27558.51204,16285.89212,12593.79939,56438.203550000006
1,18.49,80.7,0.079,0.069,0.067,27192.99781,16039.41909,12389.54407,55621.96097
1,18.4,80.1,0.081,0.08,0.089,27117.37418,15890.04149,12220.30395,55227.71962
2,18.16,80.0,0.079,0.055,0.107,27117.37418,15875.10373,12109.42249,55101.9004
2,18.0,80.0,0.079,0.077,0.107,26783.3698,15647.3029,12004.3769,54435.0496
2,18.08,80.5,0.087,0.059,0.119,26581.70678,15725.72614,11823.46505,54130.89797
2,18.19,80.0,0.076,0.062,0.115,26493.47921,15695.85062,11817.62918,54006.959010000006
2,18.09,80.0,0.069,0.073,0.126,26600.61269,15557.67635,12004.3769,54162.665940000006
2,17.99,80.2,0.078,0.069,0.111,26524.98906,15658.50622,11957.68997,54141.18525
3,17.99,80.2,0.079,0.077,0.152,26487.17724,15505.39419,11899.33131,53891.902740000005
3,18.14,80.3,0.079,0.069,0.107,26310.7221,15438.17427,11788.44985,53537.34622000001
3,17.82,80.5,0.076,0.04,0.193,26121.66302,15587.55187,11800.12158,53509.33647
3,17.8,80.8,0.08,0.073,0.137,26165.77681,15531.53527,11823.46505,53520.77713
3,18.11,80.6,0.08,0.084,0.148,26342.23195,15665.9751,11975.19757,53983.40462
3,18.21,80.2,0.081,0.062,0.148,26380.04376,15707.05394,12033.55623,54120.65393
4,18.5,79.5,0.078,0.048,0.137,26342.23195,15673.44398,12214.46809,54230.14402
4,18.49,78.4,0.081,0.08,0.111,26424.15755,15677.17842,12243.64742,54344.98339
4,18.51,77.9,0.079,0.066,0.141,26398.94967,15751.86722,12313.67781,54464.4947
4,18.45,77.4,0.076,0.066,0.148,26638.42451,15583.81743,12337.02128,54559.26322
4,18.17,77.2,0.077,0.073,0.119,26978.73085,15972.19917,12698.84498,55649.775
4,18.21,77.2,0.079,0.059,0.115,27287.52735,16349.37759,12978.96657,56615.87151
5,18.52,76.1,0.081,0.084,0.133,27791.6849,16711.61826,12774.71125,57278.014409999996
5,18.63,74.6,0.08,0.073,0.089,27842.10066,16797.51037,12465.41033,57105.02136
5,18.67,73.7,0.079,0.08,0.078,28018.5558,16771.36929,12272.82675,57062.75184
5,18.75,74.2,0.079,0.088,0.1,28012.25383,17253.11203,12360.36474,57625.73060000001
